RA	DE	NormHalpha	RVHalpha	SigmHalpha	Norm[NII]6548	RV[NII]6548	Sigm[NII]6548	Norm[NII]6584	RV[NII]6584	Sigm[NII]6584	Norm[SII]6717	RV[SII]6717	Sigm[SII]6717	Norm[SII]6731	RV[SII]6731	Sigm[SII]6731
69.732	15	73.94	-266.865494	10.55147352	8.218	-283.7219035	17.41437573	24.66	-259.4432666	17.27549848	23.97	-226.3617082	6.868350466	5.541	-252.5806614	6.778560091
67.05	15	40.03	-275.6361504	4.23339842	6.782	-280.3796897	21.95953506	20.35	-256.1188224	21.8060917	-0.7658	-149.7620846	79.67463162	3.975	-176.1517397	79.49069082
61.686	15	36.02	-270.0631292	3.766370448	6.771	-283.996606	18.40500013	20.31	-259.7165086	18.26335363	16.94	-235.6911495	7.904430131	1.514	-261.8893121	7.822180821
155.556	12	18.23	-285.6858609	22.44668176	9.008	-394.7017153	1.709757224	27.02	-369.8330293	1.136119037	3.78	-247.38643	16.27541097	9.121	-273.5585298	16.20784901
154.215	12	40.39	-298.704804	20.09100585	7.935	-296.5871374	22.84677433	23.8	-272.2400997	22.69004087	21.41	-247.1185992	20.28978613	13.06	-273.2912958	20.21947803
147.51	12	40.6	-274.4484574	7.309750804	5.483	-284.362876	14.26005848	16.45	-260.0808312	14.12767533	-4.052	-206.7654175	10.53006005	8.774	-233.028041	10.45816304
142.146	12	58.89	-277.5547315	7.579191957	6.636	-290.5436823	8.45374918	19.91	-266.2287759	8.313029837	9.775	-274.3480691	66.72104266	8.979	-300.460085	66.56472887
140.805	12	73.51	-281.8486987	13.41564905	10.9	-290.8183849	5.091261238	32.7	-266.5020179	4.903523549	19.27	-244.4402906	3.774973303	17.63	-270.6189559	3.629275387
138.123	12	113	-283.9956823	13.56363274	11.44	-292.1918974	16.76765258	34.32	-267.8682279	16.63042333	23.3	-245.5116141	15.70160741	10.14	-271.6878918	15.63417829
136.782	12	221.1	-285.6858609	12.6302062	21.67	-288.0255761	7.185043039	65	-263.7240577	7.033907244	41.07	-241.8066206	12.53137362	30.28	-267.991155	12.46277896
135.441	12	422.5	-288.2896495	16.20291555	40.71	-290.3147636	6.252274682	122.1	-266.0010743	6.088913752	103	-245.8240834	8.653946815	68.17	-271.9996648	8.575665542
134.1	12	966.9	-289.1575791	10.44750821	76.91	-291.6424924	9.885516078	230.7	-267.3217439	9.751182076	174.1	-245.1545063	2.79298371	111.7	-271.3315799	2.598208703
132.759	12	643.8	-287.969886	17.18379206	51.12	-290.0400611	14.28572	153.3	-265.7278323	14.15330243	107.4	-241.9851745	11.62042805	75.69	-268.1693109	11.55066368
131.418	12	1035	-285.4117779	11.74989994	82.52	-286.8351985	9.122477832	247.6	-262.5400091	8.985295836	177.2	-240.6906587	4.148596027	115.1	-266.87768	4.014833185
130.077	12	1424	-288.7464546	11.62077205	86.9	-287.2472523	8.792321698	260.7	-262.9498721	8.653530296	183.4	-240.0657201	1.608871582	128.4	-266.298673	1.249641336
126.054	12	2405	-289.7514256	10.79138543	137.5	-290.2231961	8.034852769	412.6	-265.9099936	7.891305283	297.8	-243.9492674	5.350177095	231.9	-270.1290269	5.2422913
124.713	12	2402	-284.4524874	12.93561572	131.4	-286.560496	8.825700275	394.2	-262.2667671	8.687083202	307.4	-239.5746968	4.624461286	204.9	-265.764205	4.502787183
123.372	12	3681	-281.4832547	7.445462747	203.7	-284.4086597	8.034852769	611.1	-260.1263716	7.891305283	453.7	-237.43205	2.213108977	305.1	-263.6263331	1.964867836
118.008	12	7000	-271.3878637	7.490254177	232.7	-277.2206109	12.62575515	698.1	-252.9765396	12.49470379	334	-242.2530054	28.58308468	247.1	-268.4365449	28.50158098
116.667	12	1357	-291.3502432	36.63659815	80.2	-315.3584753	28.18269133	240.6	-290.9116354	28.00427242	213.9	-271.9822299	24.05496343	147.2	-298.0995181	23.980196
115.326	12	401.4	-288.243969	60.41421099	38.15	-313.6644765	24.94638192	114.4	-289.2266432	24.78145741	86.57	-263.4116426	25.45430601	60.53	-289.5480303	25.37758442
113.985	12	503.9	-259.6479746	56.25761585	29.51	-272.8253708	60.68680252	88.54	-248.6046678	60.35088069	90.3	-223.058461	56.98030119	63.83	-249.2847755	56.8443907
112.644	12	628.8	-269.6976851	48.17857361	41.22	-274.7940721	47.70118515	123.7	-250.562902	47.43069153	114.7	-226.8973699	43.8291683	83.92	-253.1596684	43.71988487
111.303	12	977.4	-231.1433413	18.03774512	61.82	-231.1621576	13.4805465	185.5	-207.1629664	13.34902259	133.7	-194.3112829	23.89810854	82.76	-220.6016604	23.82355165
109.962	12	1342	-233.7014494	14.99774554	72.17	-237.6176665	12.59860371	216.5	-213.5841531	12.46755823	180.8	-193.9541751	16.3787205	119	-220.2453484	16.31112608
108.621	12	906.6	-266.682772	39.19499059	40.06	-274.4735858	39.06777378	120.2	-250.2441197	38.8394497	98.94	-229.0846552	40.10092549	71.66	-255.2975403	39.99887068
107.28	12	2388	-259.0084476	17.70349227	124.8	-260.3264068	12.18779768	374.3	-236.1721574	12.05676538	315	-213.193358	8.843072391	221.6	-239.4416568	8.765639793
105.939	12	3899	-272.2557933	25.47733967	163.5	-263.1192156	19.60929799	490.6	-238.9501176	19.46394393	423.7	-214.3985968	12.14175112	316	-240.6442098	12.07271523
104.598	12	4669	-286.4624295	19.52379928	226.4	-292.6497349	16.76765258	679.1	-268.3236312	16.63042333	377.8	-243.6367981	22.24362197	273.2	-269.8617929	22.17116622
103.257	12	3435	-286.0969854	18.77415575	151.2	-296.2666512	16.16097143	453.7	-271.9213173	16.0251573	258.2	-248.5023919	17.89539565	177.3	-274.6720048	17.82706105
101.916	12	4958	-279.5646736	14.57554979	140.5	-286.4231448	18.59177429	421.4	-262.1301461	18.44957575	287.8	-239.9318046	17.0685205	201.2	-266.120517	17.00064775
100.575	12	7398	-275.4991089	10.79138543	253.4	-279.3266634	13.50684905	760.3	-255.0713948	13.37530237	509.4	-232.6110947	9.886726749	381	-258.8606602	9.813095934
99.234	12	6459	-277.6460925	14.80150734	322.1	-282.348391	17.699223	966.2	-258.0770567	17.55957823	707	-238.5033734	16.89089866	479.3	-264.6952691	16.82310744
97.893	12	3926	-285.4117779	17.70349227	297	-292.0087624	17.29523407	891.1	-267.6860665	17.15667053	712.8	-248.6809458	14.8753615	526.5	-274.8501607	14.80796784
96.552	12	1702	-279.1535491	14.60389545	118	-284.362876	14.33698437	353.9	-260.0808312	14.20449694	288.1	-240.8692126	14.90236779	215.1	-267.100375	14.83497615
95.211	12	1197	-278.5597026	13.26672413	82.49	-283.996606	11.0844307	247.5	-259.7165086	10.95262986	193.2	-237.7891578	13.34741123	141.5	-263.9826451	13.27949182
93.87	12	1084	-279.6103541	11.97373364	82.73	-284.2713085	11.37272993	248.2	-259.9897506	11.24125532	205.6	-239.6639738	10.46361943	150.5	-265.853283	10.39156152
92.529	12	701.9	-280.1585201	17.28828508	55.59	-286.011091	14.13145334	166.8	-261.7202832	13.99923707	149.6	-240.0657201	12.76759719	98.21	-266.298673	12.69923093
91.188	12	550	-280.4782837	20.01736963	41.26	-287.0183335	19.3794165	123.8	-262.7221704	19.23479611	127.3	-240.6013818	18.99817926	83.92	-266.788602	18.92904124
89.847	12	504.3	-277.5547315	15.93300158	41.67	-279.6013659	14.41373584	125	-255.3446368	14.28114111	129.9	-235.6018725	15.88524145	81.44	-261.8002341	15.81777886
88.506	12	574.1	-274.0373328	9.916463443	47.48	-277.8157996	12.13250248	142.4	-253.5685639	12.00146064	143.3	-231.4504943	6.348030789	112.2	-257.6581073	6.2532191
87.165	12	525.9	-269.4236021	10.23740328	33.74	-272.779587	15.24723959	101.2	-248.5591274	15.11328352	97.34	-229.7095938	14.98323856	68.73	-255.9210863	14.91585161
85.824	12	297.2	-268.8754361	13.91513272	23.02	-276.9001246	18.7547345	69.07	-252.6577573	18.6120471	70.36	-230.289894	14.24705377	52.76	-256.5000933	14.17954638
84.483	12	217	-269.0124776	11.91005236	16.9	-274.2446671	15.54582076	50.7	-250.016418	15.41129651	63.84	-229.3078475	11.3699915	34.95	-255.5202353	11.2998152
83.142	12	128.6	-278.3313001	25.61360129	10.5	-284.4544435	20.43078192	31.51	-260.1719119	20.28271596	35.52	-227.3437546	22.47242514	20.53	-253.5605194	22.39969275
81.801	12	114	-294.2737953	36.65767303	10.01	-300.6161075	34.74233959	30.03	-276.2476488	34.53444489	30.7	-242.967221	34.49418114	28.95	-269.1491689	34.40255743
80.46	12	125.6	-268.8754361	14.71698796	5.746	-289.6280073	34.43277384	17.24	-265.3179693	34.22631648	27.83	-238.3248195	22.85974395	20.95	-264.5171131	22.78653261
79.119	12	124.7	-268.9211166	19.00028198	9.792	-285.3701185	17.3190843	29.38	-261.0827185	17.18045832	23.62	-219.1302752	18.43784245	17.56	-245.3653436	18.36913744
77.778	12	725.3	-277.1892875	15.6334954	44.46	-277.1290434	13.21621579	133.4	-252.8854589	13.08489467	86.25	-227.7455009	16.50743821	63.12	-253.9613704	16.43979986
76.437	12	2065	-279.9757981	13.97323361	129.3	-280.9748784	16.18539491	387.9	-256.7108467	16.04952644	350.5	-234.8876569	13.54699147	236	-261.0876102	13.47919129
75.096	12	1180	-276.3670385	14.37629853	97.27	-281.2953647	16.40460732	291.8	-257.029629	16.26824106	292.6	-233.8163335	12.08114028	199.1	-260.0186742	12.01202812
73.755	12	279.6	-274.0373328	13.17690413	24.08	-277.9531509	20.20350907	72.23	-253.7051849	20.0562069	81.34	-231.8522406	9.921300325	58.28	-258.0589583	9.847773213
72.414	12	248.7	-275.0423039	13.08672657	22.07	-277.1748271	18.05320394	66.22	-252.9309992	17.91257239	86.8	-233.5485027	8.305398887	50.58	-259.7959792	8.22540037
71.073	12	141.8	-276.4583995	17.15762423	13.51	-279.5555822	19.3103003	40.52	-255.2990965	19.16589821	53.82	-236.6285575	11.74437841	43.88	-262.8246311	11.67480254
69.732	12	75.93	-268.8754361	16.49735626	5.251	-272.8711546	26.476799	15.75	-248.6502081	26.30560643	16	-231.7183252	26.61607396	12.71	-257.9698803	26.53763687
67.05	12	49.87	-271.3878637	6.083488469	8.385	-281.3869322	9.089814636	25.15	-257.1207097	8.952484476	12.11	-226.3170697	28.98989589	13.42	-252.5361224	28.90773564
64.368	12	35	-268.7840751	9.988410768	7.926	-287.8424411	16.20980492	23.78	-263.5418964	16.07388192	13.45	-242.4761977	21.0179411	8.302	-268.6592399	20.94688065
9.387	12	36.39	-271.7076272	3.847902021	3.61	-257.167328	86.50582033	10.83	-233.0298745	86.03658609	14.51	-236.6285575	24.27854253	12.59	-262.8246311	24.2034719
158.238	10	13.77	-264.7641909	7.884080118	7.913	-405.1861943	8.858995779	23.74	-380.2617652	8.720549917	5.775	-209.8008338	52.31801176	3.158	-236.0566929	52.1916952
152.874	10	31.71	-280.8437277	8.9438799	4.599	-262.6155944	49.10565234	13.8	-238.4491739	48.82817449	10.44	-256.2248481	35.23803443	2.128	-282.3772515	35.14506462
151.533	10	21.99	-269.8804071	13.88603179	2.772	-270.1241295	58.93973635	8.317	-245.9177882	58.61270986	13.7	-256.0016557	24.81282416	-1.603	-282.1545565	24.73701472
139.464	10	76.86	-274.4027769	8.011900079	6.439	-283.5845522	17.86469423	19.32	-259.3066456	17.72459261	11.46	-250.4218463	20.50211423	14.58	-276.5871817	20.43159315
138.123	10	122.1	-279.7017151	11.6531397	12.34	-291.9629786	15.42168534	37.01	-267.6405262	15.28740213	25.37	-230.7809172	3.928414019	19.24	-257.0345613	3.787926972
136.782	10	294.7	-285.7315414	8.628517161	22.79	-289.4448723	14.64297115	68.38	-265.135808	14.51003706	71.73	-245.6455295	2.078323115	43.23	-271.8215088	1.812417281
135.441	10	651.2	-285.8229024	9.661656507	57.02	-290.0400611	7.927743874	171.1	-265.7278323	7.783385834	122.3	-243.3243288	8.026353894	84.68	-269.5054809	7.944822628
131.418	10	1456	-287.695803	11.3597039	100.8	-288.4834136	11.2578931	302.3	-264.179461	11.12630006	207.3	-241.2709589	7.138757403	151.5	-267.456687	7.051215036
130.077	10	1581	-288.5180521	10.7573349	97.25	-287.6135223	8.315734172	291.7	-263.3141947	8.174140308	204.7	-240.9584896	5.46268428	140.8	-267.189453	5.35655922
128.736	10	1876	-287.7414835	11.06124175	89.88	-287.293036	9.25238629	269.6	-262.9954124	9.115770753	205.8	-240.1996355	4.688807648	147	-266.387751	4.568555505
127.395	10	1527	-288.426691	13.62256956	87.58	-287.8882248	11.79798185	262.7	-263.5874367	11.66682106	181.5	-243.1011364	10.5631747	145.8	-269.2827859	10.49135642
126.054	10	1574	-290.8020772	17.49643179	79.86	-292.8328699	17.3190843	239.6	-268.5057925	17.18045832	149.4	-251.6270852	24.50154869	98.48	-277.7897347	24.42617208
124.713	10	2702	-280.6153252	9.021415462	133.9	-283.1267147	10.10127592	401.8	-258.8512423	9.96755565	299.7	-236.7178344	4.999207619	214.4	-262.9137091	4.885229894
123.372	10	8308	-280.1128396	5.921960881	239.6	-285.5990373	8.958393098	718.9	-261.3104202	8.82044272	464.1	-238.8604812	3.44891646	343.5	-265.051581	3.290399282
122.031	10	9271	-283.6302383	10.41269474	376.6	-287.3846035	8.246135626	1130	-263.0864931	8.104079966	713.2	-241.5387898	4.559285712	518.4	-267.723921	4.436124572
119.349	10	18940	-276.8238435	6.497167968	833.5	-280.5628247	7.636956606	2501	-256.3009837	7.490198765	1605	-234.6198261	1.778970259	1184	-260.8203762	1.461268396
118.008	10	11470	-273.7175693	9.988410768	414.6	-280.2881222	9.635372995	1244	-256.0277418	9.500227459	674.5	-235.5572341	10.36342	514.8	-261.7556951	10.29111191
116.667	10	2189	-273.9459718	20.96707492	64.87	-292.2376811	26.86221438	194.6	-267.9137682	26.68940966	133.9	-248.5470304	27.91659343	105.9	-274.7165438	27.83614961
115.326	10	422.3	-291.3959237	45.80792856	27.77	-305.9270226	25.53038294	83.3	-281.5303272	25.36309305	65.18	-253.3233472	36.55453619	43.93	-279.4822166	36.4591529
113.985	10	767.1	-252.4304553	35.79205257	40.76	-263.0734319	41.406201	122.3	-238.9045772	41.16660875	105	-218.7731674	43.06639173	73.21	-245.0090316	42.95860245
112.644	10	1003	-256.1762565	33.87985893	60.76	-260.5553256	33.7713039	182.3	-236.399859	33.56790498	155.2	-215.8716665	35.83547565	117.2	-242.1585357	35.74141532
111.303	10	948.6	-255.856493	34.11452604	57.93	-251.3985754	21.7364162	173.8	-227.2917928	21.58378184	181	-205.2923478	20.26614549	116.3	-231.558254	20.19586077
109.962	10	838.5	-258.2775596	43.69233013	60.67	-248.5599829	23.24347599	182	-224.4682923	23.08523614	174.9	-202.2569315	17.1948971	136.1	-228.5296021	17.12696238
108.621	10	1542	-251.7909283	19.49899553	91.84	-251.9479805	16.76765258	275.5	-227.8382768	16.63042333	265.6	-206.8993329	13.82931955	193.9	-233.161658	13.76166011
107.28	10	4723	-253.3897458	11.09466498	261.4	-254.6492217	9.916511919	784.2	-230.5251563	9.782270857	638	-208.2831257	6.249521964	430.7	-234.542367	6.153641508
105.939	10	7425	-262.2517633	11.58834647	318.7	-261.7457031	12.21539785	956.1	-237.5839076	12.08436928	704.5	-214.0861275	8.305398887	518.7	-240.3324368	8.22540037
104.598	10	6408	-276.869524	15.85159431	213.3	-275.8928821	15.74365067	639.8	-251.65587	15.60872857	427.4	-228.4597165	13.85737868	320.3	-254.6739944	13.7897315
103.257	10	12190	-283.2191138	9.988410768	556.2	-286.7894148	10.16241514	1669	-262.4944688	10.02885503	976.8	-240.0210816	6.396800641	682.5	-266.209595	6.302503109
101.916	10	10970	-280.0214786	9.952483206	491.5	-283.813471	11.93795026	1474	-259.5343473	11.80685229	897.4	-237.2534961	8.805490592	624.2	-263.4481771	8.727893739
100.575	10	5006	-276.869524	12.22637375	221.8	-279.4640147	14.23437727	665.4	-255.2080158	14.1020282	464.9	-232.923564	10.39689253	340.1	-259.1278942	10.32466904
99.234	10	4942	-275.2250259	14.08903725	274.7	-277.0832596	14.79497174	824	-252.8399186	14.66179751	609	-232.3879023	13.08831406	427.6	-258.5934262	13.0202141
97.893	10	3960	-279.6103541	14.23306197	289.2	-284.362876	14.79497174	867.7	-260.0808312	14.66179751	626.7	-239.2622275	13.71677115	450.9	-265.452432	13.64905942
96.552	10	2627	-279.1535491	13.23682341	192.1	-284.729146	13.92462684	576.3	-260.4451539	13.79265881	480.7	-239.9318046	12.70878321	352.2	-266.165056	12.64036273
95.211	10	1735	-275.7731919	11.32679687	101.3	-280.7001759	13.16305744	303.8	-256.4376047	13.03177123	246.7	-235.4679571	11.98987441	175.9	-261.6666171	11.92064335
93.87	10	1167	-276.5497605	13.41564905	73.53	-281.6616347	14.87073273	220.6	-257.3939517	14.73743445	192.5	-237.4766885	12.11146878	139.6	-263.6708721	12.04239505
92.529	10	740.9	-275.5447894	16.92129389	49.28	-279.1435284	19.14875023	147.8	-254.8892335	19.00485419	147.7	-232.6557332	15.80666592	95.32	-258.8606602	15.73921872
91.188	10	695.9	-275.0879844	20.48205518	43.67	-281.6158509	23.79202114	131	-257.3484114	23.63166512	147.4	-234.2180798	19.62400806	101.9	-260.4195252	19.55433123
89.847	10	726.2	-270.5656147	18.36937962	61.77	-272.1386145	17.62815308	185.3	-247.9215628	17.48870207	175	-226.8973699	16.3787205	124.9	-253.1596684	16.31112608
88.506	10	615.5	-271.4792247	13.05658664	47.05	-275.6639633	15.79296041	141.2	-251.4281683	15.65793658	152.5	-227.8347778	13.17500036	115	-254.0949874	13.10696414
87.165	10	554.1	-268.6013531	11.02775136	44.45	-272.9169383	14.41373584	133.3	-248.6957484	14.28114111	143.1	-227.0312853	8.066674771	93.74	-253.2487464	7.985374303
85.824	10	370.2	-269.6976851	11.55586248	30.95	-275.3434771	14.64297115	92.84	-251.109386	14.51003706	93.23	-228.3704395	11.05189414	62.73	-254.5849164	10.98113082
84.483	10	244.9	-271.2508222	15.96009224	20.04	-272.6880195	17.17581643	60.13	-248.4680468	17.03756285	61.68	-228.2811626	14.63116741	43.86	-254.4958384	14.56374505
83.142	10	157.4	-275.0423039	15.79720888	12.64	-280.7459597	18.26453573	37.92	-256.4831451	18.12329844	36.02	-227.2098392	16.17179714	30.06	-253.4269024	16.10426521
81.801	10	118.4	-284.9092924	26.42718686	12.22	-290.6810336	18.28796968	36.66	-266.3653969	18.14666449	38.88	-239.0390351	18.56022224	23.87	-265.274276	18.49142687
80.46	10	155.6	-274.3114159	21.56783069	11.45	-274.4278021	29.49333893	34.35	-250.1985794	29.3092229	26.04	-234.2627183	32.56013637	14.19	-260.4640642	32.47194591
76.437	10	2388	-273.2607643	10.20209428	179.9	-275.5266121	11.2578931	539.6	-251.2915473	11.12630006	502	-229.5756784	6.588816471	346	-255.7874693	6.496452001
75.096	10	694.4	-274.5854989	14.60389545	59.99	-280.0134197	14.97150466	180	-255.7544998	14.83803698	193.3	-234.4412722	10.46361943	134.1	-260.6867592	10.39156152
73.755	10	197.4	-273.8089303	17.44449847	21.24	-284.179741	12.62575515	63.72	-259.8986699	12.49470379	55.21	-236.0036188	12.35246382	47.28	-262.2010851	12.28367687
72.414	10	136.6	-275.7731919	13.41564905	15.35	-277.4953134	21.57990312	46.05	-253.2497816	21.42783158	56.18	-231.8968791	7.571794683	25.42	-258.1034973	7.487422159
71.073	10	121	-276.869524	12.41375355	14.29	-279.4640147	13.16305744	42.88	-255.2080158	13.03177123	48.72	-236.9410268	13.74495542	39.39	-263.1364041	13.67725725
69.732	10	69.12	-271.9360297	12.4448151	8.901	-281.9363372	9.540532575	26.7	-257.6671937	9.405049599	22.87	-236.0482573	4.358409361	15.36	-262.2456241	4.230345415
65.709	10	27.77	-268.5099921	3.598082541	7.288	-282.348391	14.69370977	21.86	-258.0770567	14.56069684	13.48	-233.1913949	16.35292133	1.154	-259.3951282	16.28533525
60.345	10	49.4	-267.870465	4.378705025	3.7	-237.342964	50.08736026	11.1	-213.3109111	49.80498441	29	-218.1035902	14.49459447	21.41	-244.3409467	14.42714761
59.004	10	69.83	-266.8198135	5.921960881	5.771	-273.5121271	31.13017086	17.31	-249.2877727	30.93878935	15.63	-212.7469732	14.30225712	16.59	-238.9962668	14.23476507
40.23	10	17.76	-282.8536698	8.708169184	6.446	-280.0592034	19.26418323	19.34	-255.8000401	19.1199262	1.184	-231.4951328	13.57536933	14.41	-257.7026463	13.50758475
142.146	8	79.35	-277.0979265	8.708169184	5.237	-260.1890556	88.84260989	15.71	-236.0355364	88.3611964	18.21	-236.6285575	27.05121187	13.36	-262.8246311	26.97211291
140.805	8	106.1	-277.2806485	8.588479886	13.83	-283.1267147	11.31539035	41.48	-258.8512423	11.18385848	24.02	-239.8425277	8.383806147	16.05	-266.031439	8.304212206
135.441	8	1112	-284.7265704	8.262839679	90.97	-288.2544948	7.185043039	272.9	-263.9517594	7.033907244	203	-242.5208362	4.148596027	138.4	-268.7037789	4.014833185
134.1	8	802.1	-286.7365125	12.72228818	59.02	-288.2544948	13.29576813	177.1	-263.9517594	13.16439105	161.8	-244.0385444	8.066674771	98.19	-270.2181049	7.985374303
132.759	8	1088	-293.5429073	17.47047365	76.73	-292.8328699	14.28572	230.2	-268.5057925	14.15330243	174.1	-247.9220917	12.5906737	132.6	-274.0929978	12.52213905
131.418	8	1850	-290.6650357	12.00549464	116.9	-291.6424924	9.540532575	350.6	-267.3217439	9.405049599	252.2	-246.6722144	9.357410392	168.2	-272.8459058	9.282023736
130.077	8	1515	-286.4167489	11.4253325	62.81	-305.5149688	35.75149404	188.4	-281.1204642	35.53888864	201.9	-241.7173437	8.186709402	137.8	-267.902077	8.106077101
128.736	8	732.2	-288.9291766	22.79976193	36.34	-290.5894661	24.4250233	109	-266.2743163	24.26218052	89.81	-245.4669756	24.47927341	58.91	-271.6433528	24.40392752
127.395	8	841.5	-296.5121399	24.17251066	54.85	-298.9221087	22.47068792	164.5	-274.5626565	22.31536287	131.2	-258.1443026	23.13194503	84.87	-284.2924285	23.05838938
126.054	8	1386	-291.0761602	16.68344369	87.34	-296.5413537	15.74365067	262	-272.1945593	15.60872857	193	-250.7343157	12.26242585	137.6	-276.8989547	12.19353556
124.713	8	1894	-286.2797074	14.57554979	98.91	-289.7653586	13.63801684	296.7	-265.4545903	13.50634982	202.1	-242.7440286	10.53006005	146.6	-268.9710129	10.45816304
123.372	8	3412	-281.1634912	11.91005236	181.5	-285.0038485	10.37471343	544.6	-260.7183959	10.2416645	394.7	-239.0390351	5.118590976	266.6	-265.229737	5.006794413
120.69	8	16000	-282.1684622	7.797944279	757.1	-284.546011	7.068754893	2271	-260.2629926	6.91634889	1336	-238.6819273	2.461068274	1011	-264.873425	2.239319405
115.326	8	1997	-267.3679795	15.60612729	108.3	-270.6277508	12.51697729	324.8	-246.4187319	12.38594586	201.9	-224.9779154	23.89810854	137	-251.1999525	23.82355165
113.985	8	1946	-261.5208752	21.68728682	110	-262.9818644	20.5894731	329.9	-238.8134966	20.44086799	301.6	-214.5325122	15.7541786	221.3	-240.7778268	15.68674079
112.644	8	2237	-275.4534284	37.855986	134.4	-256.9384093	12.35293293	403.3	-232.8021729	12.22191283	353.4	-210.2025801	8.767788707	259.5	-236.5020829	8.690024915
111.303	8	6338	-294.7762809	16.22978763	105.8	-269.849427	31.19288368	317.3	-245.6445463	31.0012208	260.7	-220.4694294	32.01590911	182.2	-246.7015136	31.92866564
109.962	8	7698	-296.6491814	13.68136255	140	-284.2255247	30.71164495	420.1	-259.9442102	30.52213577	303.7	-231.9415176	36.1644521	231.7	-258.1480363	36.06978788
108.621	8	3864	-286.782193	33.0455372	134.6	-274.6567208	33.7713039	403.9	-250.426281	33.56790498	313	-224.3529768	30.39389969	224.9	-250.5764065	30.30942207
107.28	8	6973	-262.2517633	16.47069214	289.3	-262.7529456	13.29576813	868	-238.5857949	13.16439105	615.7	-217.3447362	11.33844068	443.5	-243.5837837	11.26820942
105.939	8	13260	-268.2815896	8.787270593	678.8	-270.4446158	8.691677942	2036	-246.2365706	8.552344278	1232	-224.2636998	4.624461286	910.1	-250.5318675	4.502787183
104.598	8	9964	-272.9866813	12.47582949	415	-271.5434258	11.2578931	1245	-247.3295385	11.12630006	778	-224.3976152	8.72996518	567.4	-250.6209455	8.652031711
103.257	8	9788	-279.9301176	12.81397287	394.4	-282.0279047	14.74437639	1183	-257.7582743	14.6112834	798.9	-235.3340417	13.05934581	564.6	-261.5775391	12.99122378
101.916	8	8044	-280.8894082	11.16131237	426.1	-285.278551	11.05537542	1278	-260.9916379	10.92353627	857.9	-239.4854199	7.004627917	631.1	-265.675127	6.915998421
100.575	8	4116	-284.7722509	13.44532009	280.2	-289.9027098	12.94941006	840.6	-265.5912113	12.81824348	617	-243.9046289	9.571635766	466.9	-270.0844879	9.496999174
99.234	8	2424	-280.1128396	12.10046415	147.1	-284.6833622	11.91002467	441.3	-260.3996136	11.7789157	317.7	-239.8871662	8.344673067	239.3	-266.075978	8.264878578
97.893	8	2264	-275.0879844	10.68901408	150.5	-278.7772584	11.42991421	451.6	-254.5249108	11.29849305	328.6	-234.2180798	8.992228764	226.1	-260.4195252	8.915427433
96.552	8	2002	-275.6361504	10.7573349	144.6	-280.9748784	10.4948914	433.7	-256.7108467	10.36210211	336.6	-236.2268112	8.265981596	247.4	-262.4237801	8.18577549
95.211	8	1377	-274.4027769	11.29382728	87.45	-279.4182309	12.81503082	262.4	-255.1624755	12.68392199	210.1	-234.7537415	12.20217874	149.4	-260.9539932	12.13321679
93.87	8	1121	-273.9459718	13.14688504	64.98	-277.6784484	15.9159822	194.9	-253.4319429	15.78070021	170	-232.1200715	15.22454856	115.3	-258.3261922	15.15716391
92.529	8	905.2	-273.5348473	13.50455023	55.78	-275.8470984	15.54582076	167.3	-251.6103296	15.41129651	158	-230.6916403	14.43977788	96.9	-256.9454833	14.37231943
91.188	8	792.4	-274.5854989	16.60381127	45.27	-276.6712059	21.6470139	135.8	-252.4300556	21.49470151	135.5	-229.2185706	15.46397614	94.46	-255.4311573	15.39657705
89.847	8	763.2	-271.2965027	19.02534015	54.92	-274.1073158	20.72523864	164.8	-249.8797971	20.57616857	147.6	-230.6916403	19.81506163	103.7	-256.9454833	19.74520952
88.506	8	783.9	-267.7334235	15.93300158	64.11	-271.4060745	16.25858477	192.3	-247.1929175	16.12255212	194.7	-225.7367695	15.91139226	135.1	-251.9571154	15.84392419
87.165	8	507.3	-270.2001707	15.85159431	38.48	-271.1771558	20.15797214	115.4	-246.9652159	20.0108218	130.1	-226.4956236	12.79694495	93.39	-252.7142784	12.72860511
85.824	8	365.6	-275.4534284	16.31027675	25.42	-275.8013146	22.20434347	76.27	-251.5647893	22.05000372	86.68	-231.5844098	14.63116741	52.99	-257.8362633	14.56374505
84.483	8	467.6	-281.3462132	23.7330791	34.84	-285.3701185	23.1994722	104.5	-261.0827185	23.04140046	95.01	-235.9143419	21.4599751	72.9	-262.1120071	21.38842907
83.142	8	298.8	-271.7076272	20.33573752	18.16	-280.2423384	28.60648956	54.49	-255.9822014	28.42624125	67.4	-226.5849005	18.90119991	49.49	-252.8033564	18.8321403
81.801	8	205.6	-271.0224197	22.04433301	14.21	-278.4567721	25.78912537	42.63	-254.2061285	25.62077677	41.37	-229.8435092	25.80641631	27.64	-256.0992423	25.72918311
80.46	8	395.5	-274.1743744	14.8296242	14.72	-280.8833109	28.50063321	44.15	-256.6197661	28.32084303	48.07	-231.8076021	33.87233207	32.28	-258.0144193	33.78182318
79.119	8	1032	-272.2101128	9.988410768	75.06	-274.2446671	10.00915023	225.2	-250.016418	9.875177309	205.3	-227.2991161	4.624461286	136.8	-253.5159804	4.502787183
77.778	8	1533	-273.7632498	12.19497192	122.6	-274.1073158	9.947449196	367.7	-249.8797971	9.813299278	291.6	-229.0846552	6.959446953	225.8	-255.2975403	6.870439042
