RA	DE	NormHalpha	RVHalpha	SigmHalpha	Norm[NII]6548	RV[NII]6548	Sigm[NII]6548	Norm[NII]6584	RV[NII]6584	Sigm[NII]6584	Norm[SII]6717	RV[SII]6717	Sigm[SII]6717	Norm[SII]6731	RV[SII]6731	Sigm[SII]6731
76.437	8	1218	-270.3828927	10.41269474	104.5	-274.1530996	11.0844307	313.5	-249.9253374	10.95262986	300.1	-227.5223085	7.049570314	218.9	-253.7386754	6.961311046
75.096	8	464.7	-270.9767392	11.71770318	42.36	-277.9073671	13.97645806	127.1	-253.6596445	13.84443019	132.7	-229.0846552	7.227042885	95.54	-255.2975403	7.140187576
73.755	8	139.7	-272.7125983	13.35619379	13.18	-276.1218009	15.89140643	39.53	-251.8835716	15.75617651	58.99	-234.1288029	3.533100047	34.06	-260.3304472	3.378147696
71.073	8	105.5	-276.9152045	14.8296242	11.27	-285.1869835	16.69526736	33.81	-260.9005572	16.5582139	39.41	-235.8697034	14.30225712	27.66	-262.0674681	14.23476507
69.732	8	82.38	-272.2557933	9.288970728	10.4	-281.8447697	5.141854205	31.2	-257.576113	4.955479423	30.35	-235.9143419	8.805490592	20.13	-262.1120071	8.727893739
67.05	8	52	-273.9002913	4.85558027	6.677	-277.0832596	14.46480796	20.03	-252.8399186	14.33214005	5.185	-162.0823038	92.22709244	6.429	-188.4445033	92.0160478
65.709	8	37.38	-266.317328	11.12802166	5.995	-271.5434258	29.45119994	17.98	-247.3295385	29.26726885	12.97	-230.0667016	20.02919161	6.014	-256.2773983	19.95913737
63.027	8	49.17	-266.7284525	9.021415462	4.135	-234.8706414	32.48530081	12.41	-210.8517333	32.28779451	20.23	-209.2651721	26.94258589	12.3	-235.5222249	26.86365308
57.663	8	78.22	-264.4444274	5.470970684	8.352	-279.6929334	15.9650913	25.06	-255.4357175	15.82970454	17.88	-227.0759238	11.95935779	13.03	-253.3378244	11.89008588
52.299	8	53.68	-269.2865606	4.984135661	6.671	-281.8447697	6.911426845	20.01	-257.576113	6.757198613	12.05	-230.9594711	14.98323856	17.54	-257.1681783	14.91585161
6.705	8	62.5	-276.8238435	6.293249416	2.515	-318.6549053	63.3235494	7.546	-294.1905393	62.97416125	18.26	-225.1564693	15.70160741	3.241	-251.3781085	15.63417829
146.169	6	47.95	-279.3819516	4.378705025	4.168	-277.4037459	16.25858477	12.5	-253.1587009	16.12255212	5.381	-251.8502775	43.7288849	6.407	-278.0124297	43.61979833
143.487	6	95.92	-277.4633705	6.446705464	12.19	-279.0061772	8.624148863	36.58	-254.7526125	8.484437028	24.18	-234.79838	5.681777589	18.64	-260.9985322	5.578846951
138.123	6	748.5	-285.9142634	10.55147352	45.57	-290.1774123	13.71644628	136.7	-265.8644533	13.58470201	108.2	-242.9225825	9.029232405	73.34	-269.1046299	8.952582707
136.782	6	640.2	-287.2846785	14.23306197	44.67	-289.8111423	10.73290193	134	-265.5001306	10.6005668	112.4	-240.6906587	11.52691807	81.61	-266.87768	11.45700485
135.441	6	349.6	-287.513081	18.1145033	23.09	-291.7798436	13.95055297	69.28	-267.4583649	13.81855521	46.45	-237.2534961	14.79419263	37.51	-263.4481771	14.72679153
134.1	6	217.9	-292.8576998	26.22441256	15.49	-292.7413024	16.64694928	46.47	-268.4147118	16.51001214	40.5	-233.6377796	8.880535628	24	-259.8405182	8.803264658
132.759	6	537.3	-286.599471	15.96009224	34.41	-287.2014685	7.488541267	103.2	-262.9043318	7.340437913	70.14	-239.4407814	9.139580447	42.61	-265.630588	9.06337157
131.418	6	854.1	-285.1833754	13.29658593	58	-285.1869835	6.07881339	174	-260.9005572	5.912578824	124.4	-238.6372889	3.928414019	85.03	-264.828886	3.787926972
130.077	6	977.8	-285.9142634	13.74001357	50.44	-286.5147123	14.0282056	151.3	-262.2212268	13.8961164	113.4	-238.0569887	11.62042805	77.64	-264.2498791	11.55066368
128.736	6	833.9	-285.4117779	15.96009224	38.92	-288.9870348	19.63224404	116.8	-264.6804047	19.48681611	104.3	-241.6727052	15.4904668	69.61	-267.857538	15.42306513
127.395	6	1187	-287.42172	16.22978763	75.56	-291.1388711	16.83992876	226.7	-266.8208002	16.7025222	179.2	-247.5203454	15.98972295	132.1	-273.7366858	15.92223744
126.054	6	1487	-292.8120193	18.97521055	89.58	-297.96065	16.86399684	268.7	-273.6063096	16.72653083	229.5	-251.5824467	12.35246382	168.7	-277.7451957	12.28367687
124.713	6	1704	-288.7464546	19.72179344	107.5	-291.9171949	14.54127486	322.5	-267.5949859	14.40849477	262.6	-244.75276	10.59621979	190.7	-270.9307289	10.52447912
123.372	6	2559	-285.7772219	14.63221193	155.7	-290.6810336	13.18964906	467.2	-266.3653969	13.05834563	346.2	-245.1991447	7.86346022	250.9	-271.3761189	7.780962651
122.031	6	4621	-285.0920144	13.02640588	251.9	-287.7508735	10.31431934	755.6	-263.4508157	10.18113194	484.9	-242.2976438	7.004627917	359.4	-268.4810839	6.915998421
120.69	6	8053	-280.3412422	9.098455803	373.8	-283.447201	9.445100214	1121	-259.1700246	9.309260396	631.8	-237.7445194	4.624461286	471.9	-263.9381061	4.502787183
116.667	6	23730	-276.4583995	11.22769827	846.4	-281.7989859	8.105705698	2539	-257.5305727	7.96267397	1006	-231.4058559	7.571794683	737	-257.6135683	7.487422159
115.326	6	7503	-273.0780423	17.18379206	298.3	-273.9241808	10.73290193	895	-249.6976357	10.6005668	552.7	-227.3883931	6.868350466	388	-253.6050584	6.778560091
113.985	6	7092	-272.4385153	9.988410768	313	-273.6036946	8.958393098	939	-249.3788534	8.82044272	504.5	-226.5402621	3.852411009	388.3	-252.7588174	3.709401218
112.644	6	6187	-266.225967	12.90526874	303.6	-268.4301307	11.8260441	910.8	-244.232796	11.69489746	536.7	-221.0943681	8.066674771	399.6	-247.3250596	7.985374303
111.303	6	4435	-261.4751947	17.49643179	278.1	-261.4710006	11.17134624	834.2	-237.3106657	11.03965396	566.8	-215.3806432	9.28521336	388.1	-241.6240677	9.209561047
109.962	6	4585	-253.5267873	17.47047365	245.6	-253.5961955	10.58450458	736.7	-229.4777287	10.45189546	524.6	-208.9527028	10.53006005	388.7	-235.2104519	10.45816304
108.621	6	4307	-257.7750741	20.14004055	177.5	-258.2203543	16.25858477	532.5	-234.0773021	16.12255212	363	-216.5412436	19.11913476	255.7	-242.7820817	19.04989698
107.28	6	5790	-265.951884	20.6765544	174.3	-270.4446158	18.42837859	523	-246.2365706	18.28666349	363.9	-225.2011078	17.44644945	272.2	-251.4671865	17.3783819
105.939	6	8038	-275.1336649	20.65227837	286.2	-277.4495296	20.40808514	858.6	-253.2042412	20.2600959	530.8	-232.7450101	20.54919275	389.7	-258.9497382	20.47862372
104.598	6	9150	-275.4534284	14.17554801	324.1	-277.6326646	15.6942824	972.4	-253.3864026	15.55946113	623.6	-233.2360334	14.24705377	470.6	-259.4396672	14.17954638
103.257	6	10350	-276.229997	9.021415462	389.8	-279.9676359	11.02627787	1169	-255.7089594	10.89439933	693.3	-234.5305491	7.571794683	518.4	-260.7312982	7.487422159
101.916	6	5709	-282.8993503	13.11682594	269.7	-286.6062798	13.08313173	809.1	-262.3123075	12.95189419	582.8	-240.9138511	10.19493787	445.1	-267.100375	10.12218795
100.575	6	3897	-283.6759188	12.2890286	263.4	-288.4834136	11.65714389	790.3	-264.179461	11.52590016	615.7	-242.2083669	6.729794563	438.4	-268.3920059	6.638762063
99.234	6	2647	-278.6967441	11.45805511	169.3	-283.7676872	10.93872827	508	-259.4888069	10.80672491	425.2	-238.5480119	5.627708134	298.9	-264.7398081	5.524016471
96.552	6	989.1	-274.9052624	12.22637375	58.11	-280.1965547	10.79193481	174.3	-255.9366611	10.65970046	142.3	-235.4679571	5.788587825	98.83	-261.6666171	5.687110983
95.211	6	815.7	-272.8496398	17.18379206	46.66	-278.6856909	16.23420152	140	-254.4338302	16.09822379	110.8	-232.2093484	15.91139226	78.44	-258.4152702	15.84392419
93.87	6	736.8	-269.5149631	16.65691925	44.77	-275.6639633	21.89265679	134.3	-251.4281683	21.73945673	107	-228.7275473	18.58465953	79.11	-254.9412283	18.51584583
92.529	6	1216	-259.2825306	14.26177158	74.79	-263.4854856	17.60444231	224.4	-239.3144402	17.46505562	116.8	-193.7309827	31.93203407	203.6	-220.0226534	31.84493573
91.188	6	2250	-262.5715268	8.787270593	133.5	-264.0806744	13.13644078	400.4	-239.9064645	13.00517129	340.5	-217.7911209	10.05876371	232.8	-244.0291737	9.985636525
89.847	6	2174	-270.7026562	10.7573349	147.6	-274.5651533	12.02152658	442.7	-250.3352004	11.89045708	330	-228.3704395	10.4302921	228.4	-254.5849164	10.358152
88.506	6	1675	-276.1386359	11.78204068	105.6	-279.9676359	13.3486813	316.8	-255.7089594	13.21726455	278.8	-233.4145873	11.46431114	187.2	-259.6623622	11.39429498
87.165	6	1650	-275.1793454	11.09466498	110.4	-279.4182309	11.4869455	331.2	-255.1624755	11.35557407	285.7	-231.9415176	11.55814102	186.3	-258.1480363	11.48827815
85.824	6	1264	-276.229997	9.952483206	88.29	-279.2350959	11.37272993	264.9	-254.9803141	11.24125532	254.2	-235.5125956	8.538966155	169	-261.7111561	8.460141134
84.483	6	1223	-274.3114159	10.7573349	84.27	-276.2133684	12.38034824	252.8	-251.9746523	12.24932784	228.1	-232.7003716	10.36342	173.3	-258.9051992	10.29111191
83.142	6	867.2	-272.7125983	12.50679707	63.27	-276.1675846	13.76862172	189.8	-251.929112	13.63682389	195.8	-230.6023633	9.357410392	131.3	-256.8118663	9.282023736
81.801	6	705.6	-275.3620674	13.56363274	49.76	-281.4784997	16.67111448	149.3	-257.2117904	16.53411927	149.5	-233.1467564	11.77523846	111.8	-259.3505892	11.70570799
80.46	6	684.7	-272.5755568	13.47495373	53.85	-276.5796384	15.34701783	161.6	-252.3389749	15.21287632	163.1	-230.200617	12.35246382	110.2	-256.4110153	12.28367687
79.119	6	477.3	-272.4841958	15.87875273	37.43	-275.9844496	17.17581643	112.3	-251.7469506	17.03756285	120.3	-230.3345325	11.58931087	74.48	-256.5446323	11.51949761
77.778	6	537.9	-271.0681002	15.87875273	52.38	-276.4880709	15.76831282	157.1	-252.2478943	15.63333997	141.1	-230.200617	13.71677115	98.35	-256.4110153	13.64905942
76.437	6	343.6	-271.6619467	17.98649567	22.44	-276.8543409	22.31541008	67.33	-252.6122169	22.16066072	92.77	-231.138025	19.8388955	71.65	-257.3463343	19.76902119
75.096	6	261.5	-270.7026562	16.33706442	23.36	-277.4953134	16.64694928	70.08	-253.2497816	16.51001214	81.79	-229.5756784	16.45600641	54.63	-255.7874693	16.38838607
73.755	6	266.2	-271.6619467	9.476649197	25.12	-277.9073671	12.70703995	75.35	-253.6596445	12.5759674	84.57	-230.5577248	4.358409361	70.97	-256.7673273	4.230345415
72.414	6	247.3	-269.6063241	11.02775136	25.02	-276.9459084	12.0493193	75.06	-252.7032976	11.9182578	90.17	-228.0133317	7.781011852	54.5	-254.2286044	7.698003707
71.073	6	182.9	-267.5507015	8.179864437	19	-274.3820183	14.33698437	56.99	-250.153039	14.20449694	68.81	-228.7275473	6.636087775	35.37	-254.9412283	6.54417786
69.732	6	110	-264.4444274	10.23740328	11.86	-271.314507	12.0493193	35.58	-247.1018369	11.9182578	41.03	-226.8527314	6.298940414	22.51	-253.0705904	6.203601258
65.709	6	57.64	-264.9925934	3.330588911	6.465	-286.4689285	10.79193481	19.39	-262.1756865	10.65970046	30.91	-223.1477379	6.729794563	11.55	-249.3738535	6.638762063
63.027	6	67.42	-262.1147218	6.189135981	3.672	-255.4733293	21.26603539	11.02	-231.3448823	21.11508055	24.18	-219.2641906	17.72137594	9.65	-245.4989606	17.65314927
61.686	6	73.07	-260.4245432	10.72321135	8.616	-266.3240782	14.28572	25.85	-242.1379408	14.15330243	19.97	-211.8988422	22.72327497	8.602	-238.1500259	22.65023388
50.958	6	67.07	-260.3331822	5.529118146	7.41	-290.8641686	6.791624011	22.23	-266.5475583	6.635923366	18.8	-207.9260179	14.41232882	13.14	-234.186055	14.34486418
38.889	6	21.55	-264.9469129	8.747787779	2.442	-234.0007502	49.70683113	7.326	-209.986467	49.42635535	12.38	-238.5926504	7.529396891	-1.287	-264.7843471	7.44473531
34.866	6	120.3	-276.960885	2.938059977	3.824	-317.235609	82.24132198	11.47	-292.778789	81.79427827	27.15	-236.9856653	11.83680831	12.58	-263.1809431	11.76736663
162.261	4	7.637	-394.5424977	69.13484027	5.627	-274.1530996	18.91727048	16.88	-249.9253374	18.77408899	-3.356	-277.9191471	32.51833078	2.325	-304.0232049	32.43021338
142.146	4	188.1	-283.9956823	12.03720312	16.7	-285.278551	3.352009561	50.11	-260.9916379	3.084689145	23.78	-244.75276	4.076435442	31.44	-270.9307289	3.940558945
140.805	4	301.7	-281.2548522	9.288970728	24.99	-285.0496323	7.488541267	74.97	-260.7639362	7.340437913	54.73	-239.8425277	2.078323115	32.05	-266.031439	1.812417281
139.464	4	329.9	-279.8387566	11.22769827	25.22	-281.6158509	7.927743874	75.65	-257.3484114	7.783385834	42.62	-233.0574795	11.52691807	39.77	-259.2615112	11.45700485
138.123	4	276.5	-280.2042006	16.09521245	24.07	-280.2881222	14.00234223	72.21	-256.0277418	13.87028389	36.18	-230.4238094	14.02509286	31.85	-256.6337103	13.95751274
136.782	4	363	-288.426691	16.09521245	23.9	-294.5268687	13.08313173	71.71	-270.1907847	12.95189419	55.92	-239.7532507	14.5219623	35.97	-265.942361	14.45452085
135.441	4	317.1	-292.2638532	21.80652017	19.5	-291.4593574	23.96698685	58.5	-267.1395826	23.80594812	47.23	-243.4582442	18.92546284	28.08	-269.6390979	18.85638375
134.1	4	167.5	-295.6898909	31.12671996	11.13	-292.1003299	26.90497862	33.4	-267.7771472	26.73199425	20.71	-243.3243288	23.83079524	16.78	-269.5054809	23.75632814
132.759	4	184.8	-291.6700067	34.37021078	13.11	-285.9653073	21.33338901	39.32	-261.6747428	21.18219591	23.4	-249.4844384	38.27210906	16.92	-275.6518627	38.17352316
131.418	4	475.6	-287.8328445	23.15111615	27.99	-283.0351472	13.58561818	83.98	-258.7601616	13.45400058	74.55	-236.4500036	11.68250608	48.83	-262.6464751	11.61283735
130.077	4	625.9	-290.9847992	21.97307951	45.18	-288.3918461	11.74175276	135.5	-264.0883804	11.61056127	83.88	-240.0210816	19.93412636	67.7	-266.209595	19.86416259
128.736	4	1400	-294.4565173	15.90588845	69.13	-294.7557874	14.82024292	207.4	-270.4184864	14.68702763	158.1	-246.0026373	13.34741123	102.8	-272.1778208	13.27949182
127.395	4	1489	-293.5429073	17.10523449	79.92	-290.6352498	15.22225495	239.8	-266.3198566	15.0883446	172.2	-244.7081215	12.67931645	135.2	-270.8861899	12.61086814
126.054	4	1041	-290.2995916	21.56783069	72.35	-285.9653073	12.81503082	217	-261.6747428	12.68392199	195.1	-239.5300584	4.426299943	131.2	-265.719666	4.299949555
124.713	4	1238	-289.8427866	25.52278204	91.49	-284.8207135	13.02972068	274.5	-260.5362345	12.89851306	240.2	-236.7178344	4.877197555	165.4	-262.9137091	4.76086285
123.372	4	1725	-289.3403011	21.5439124	111.5	-285.827956	13.63801684	334.5	-261.5381218	13.50634982	261.2	-238.1016272	6.683078513	165.3	-264.2944181	6.591612466
122.031	4	2537	-288.9291766	19.82050469	147.2	-286.5147123	13.95055297	441.6	-262.2212268	13.81855521	300.6	-240.244274	9.955789946	208.1	-266.43229	9.882365024
120.69	4	4128	-282.1227817	10.34282547	252.8	-283.813471	7.337949037	758.5	-259.5343473	7.188390173	459.6	-236.9856653	5.46268428	339.8	-263.1809431	5.35655922
116.667	4	9069	-276.0015944	10.68901408	411.4	-279.3266634	9.540532575	1234	-255.0713948	9.405049599	812	-233.1021179	4.003064053	586.5	-259.3060502	3.864950178
115.326	4	12220	-279.7017151	8.628517161	378	-281.9363372	8.6579574	1134	-257.6671937	8.518436359	695	-236.2268112	2.340297995	523.4	-262.4683191	2.106482996
113.985	4	27630	-281.0264497	6.446705464	548.3	-281.3411484	9.445100214	1645	-257.0751694	9.309260396	926.7	-235.0215724	5.627708134	699	-261.2212272	5.524016471
112.644	4	25160	-272.7582788	12.41375355	569	-276.2591521	11.45844883	1707	-252.0201926	11.327053	958.4	-228.9953782	9.176146597	718.9	-255.2084623	9.100080118
111.303	4	19710	-269.3779216	11.74989994	483.5	-270.4903995	11.37272993	1450	-246.2821109	11.24125532	876	-224.7100846	7.314459407	639.1	-250.9327185	7.228263062
109.962	4	10520	-272.4841958	16.73643395	243.7	-269.116887	18.70821821	731.2	-244.915901	18.56567103	439.9	-222.969184	21.08794281	331.2	-249.1956975	21.01680686
108.621	4	6245	-278.6967441	19.59813742	129.8	-281.1580134	26.21930417	389.3	-256.8930081	26.0491815	259.7	-237.3427731	28.81875803	189.8	-263.5372551	28.73687484
107.28	4	5152	-278.2399391	27.47983935	127.8	-286.194226	32.85928387	383.3	-261.9024445	32.66007156	276.4	-241.1370435	31.65916025	194.7	-267.32307	31.57253257
105.939	4	5238	-273.7632498	23.03418497	155.7	-280.1965547	28.54298311	467	-255.9366611	28.36300974	316	-236.0482573	26.68145347	230.2	-262.2456241	26.60291758
104.598	4	6256	-273.9459718	18.72375579	209.2	-278.1820696	23.37537864	627.6	-253.9328865	23.21663337	391.5	-235.7804264	21.20443785	301.5	-261.9783901	21.13317508
103.257	4	5521	-277.41769	20.33573752	210.3	-290.1774123	21.93724772	630.8	-265.8644533	21.78388551	422.4	-244.9759524	20.64323667	291.8	-271.1534239	20.57257106
101.916	4	5212	-281.2548522	14.20432085	271	-286.7894148	14.84549655	813.1	-262.4944688	14.71223991	566.7	-242.1637284	12.05076529	395.9	-268.3474669	11.98161411
100.575	4	16870	-280.6610057	12.78345492	440.5	-285.5990373	13.82070964	1322	-261.3104202	13.68885664	708.6	-239.4854199	9.712568093	602	-265.675127	9.63839517
99.234	4	9889	-277.5547315	14.85771318	288.2	-282.8062285	14.41373584	864.6	-258.53246	14.28114111	555.1	-237.3874116	11.17983333	404.6	-263.5817941	11.10931503
97.893	4	2714	-274.8595819	13.59311924	171.4	-280.9290947	12.84196026	514.1	-256.6653064	12.71084097	394.8	-234.9322954	8.265981596	274.2	-261.1321492	8.18577549
96.552	4	2117	-275.1793454	12.69163875	127.4	-280.5628247	12.16016596	382.2	-256.3009837	12.02912924	321.4	-234.5305491	6.298940414	246.5	-260.7312982	6.203601258
95.211	4	1486	-276.778163	14.14674326	86.6	-282.2568235	12.43508876	259.8	-257.985976	12.30406585	193.3	-237.2981346	10.19493787	147.4	-263.4927161	10.12218795
93.87	4	1234	-278.7881051	14.26177158	146.8	-294.9389224	10.85078594	440.4	-270.6006477	10.71864752	213.8	-236.9856653	10.32987381	149.8	-263.1809431	10.25747989
92.529	4	936.4	-275.8645529	17.07901242	69.66	-279.9218522	15.74365067	209	-255.6634191	15.60872857	201.3	-233.5038642	10.98756221	144.2	-259.7069012	10.91667099
91.188	4	1043	-266.317328	17.83237028	70.91	-270.765102	21.15366034	212.7	-246.5553529	21.00310133	209.5	-225.4243002	15.41092819	128.4	-251.6453424	15.34353369
89.847	4	1500	-265.6321204	14.57554979	93.44	-271.4060745	14.94633742	280.3	-247.1929175	14.81291252	222.3	-226.5849005	14.5219623	153.4	-252.8033564	14.45452085
88.506	4	3088	-272.2557933	6.88953843	166.4	-276.1218009	10.40483353	499.3	-251.8835716	10.27185165	411.1	-230.3345325	7.2708578	270.3	-256.5446323	7.184335381
85.824	4	1815	-268.4643116	7.92686829	128	-271.5434258	10.00915023	384.1	-247.3295385	9.875177309	366	-226.8973699	4.426299943	237.4	-253.1151294	4.299949555
84.483	4	696.6	-270.1544902	11.68544992	60.62	-274.5193696	11.74175276	181.9	-250.28966	11.61056127	180.7	-229.3971245	9.464958257	128.5	-255.6093133	9.389955161
83.142	4	509.4	-271.5249052	13.08672657	37.65	-278.5025559	16.16097143	113	-254.2516688	16.0251573	136.4	-229.1739321	11.24344884	93.47	-255.3866183	11.17304785
81.801	4	562.8	-271.3878637	13.29658593	46.33	-277.9989346	11.20023574	139	-253.7507252	11.06857755	136.3	-229.1292936	10.53006005	103.8	-255.3420793	10.45816304
80.46	4	444.3	-271.2508222	13.26672413	39.59	-275.5266121	14.00234223	118.8	-251.2915473	13.87028389	116.8	-229.3078475	8.805490592	87.46	-255.5202353	8.727893739
79.119	4	530.6	-270.7483367	12.22637375	47.36	-275.6639633	12.32548732	142.1	-251.4281683	12.19446686	128.5	-227.9240548	8.066674771	82.54	-254.1840654	7.985374303
77.778	4	548.9	-264.4444274	9.175013397	47.49	-270.6735345	10.67368428	142.5	-246.4642722	10.5412434	144.9	-223.3262918	4.999207619	106.8	-249.5520095	4.885229894
76.437	4	384.2	-265.4037179	12.2890286	32.09	-268.9795357	15.76831282	96.27	-244.77928	15.63333997	102.4	-224.2636998	10.79306522	73.66	-250.5318675	10.72176753
75.096	4	330.8	-264.3073859	10.55147352	25.37	-270.5361833	17.39056921	76.11	-246.3276512	17.25175499	70.55	-224.754723	15.67529009	44.05	-250.9772575	15.60786505
73.755	4	364.2	-263.1196928	10.13121858	31.9	-265.4999707	11.71358542	95.71	-241.3182148	11.58237736	89.37	-223.058461	10.9553038	62.39	-249.2847755	10.88434725
72.414	4	614.7	-261.7492777	6.395903691	54.73	-264.6758632	9.25238629	164.2	-240.4984888	9.115770753	142.3	-217.9696748	2.576322647	93.87	-244.2073297	2.36485686
68.391	4	115.5	-260.9270287	10.62039556	9.838	-276.7169896	17.62815308	29.51	-252.4755959	17.48870207	18.82	-213.7290197	5.059215918	10.75	-239.9761248	4.946349443
67.05	4	93.84	-263.1653733	7.969473973	11.66	-278.6856909	15.84221215	34.97	-254.4338302	15.7070857	9.315	-187.1691269	80.09914608	8.944	-213.4754206	79.9142931
65.709	4	79.5	-262.2517633	8.787270593	7.701	-268.567482	24.62078974	23.1	-244.369417	24.45716872	-5.786	-337.2883192	44.49043583	-6.551	-363.2600731	44.37985139
64.368	4	73.05	-259.0084476	10.65474239	8.278	-261.3336494	30.6068915	24.84	-237.1740447	30.41784943	19.72	-228.0133317	14.5766178	8.274	-254.2286044	14.50918639
60.345	4	80.26	-258.2318791	3.51107579	7.534	-268.6590495	31.04652725	22.6	-244.4604976	30.85552069	24.31	-209.8454723	16.17179714	18.67	-236.1012319	16.10426521
59.004	4	83.42	-259.3282111	8.588479886	7.546	-266.0035919	23.72633935	22.64	-241.8191584	23.56623867	17.59	-211.9881191	9.852068334	15.81	-238.2391038	9.77833228
53.64	4	96.47	-256.2676175	2.086885051	7.397	-286.6062798	4.936831787	22.19	-262.3123075	4.744716413	12.72	-213.952212	15.78043269	11.29	-240.1988198	15.71299028
49.617	4	100.7	-258.7343646	5.412268094	9.91	-269.6205082	8.892209142	29.73	-245.4168446	8.753931431	16.16	-219.5320214	18.73101675	18.63	-245.8107336	18.66209129
140.805	2	121.1	-275.5904699	14.14674326	15.32	-280.9748784	7.999261881	45.95	-256.7108467	7.855449238	25.58	-228.1026087	3.696010726	17.2	-254.3176824	3.547441058
138.123	2	134.5	-267.779104	10.72321135	11.45	-269.5289407	18.684947	34.36	-245.3257639	18.54246976	19.19	-222.4781608	20.40784276	16.79	-248.7057685	20.33741691
135.441	2	124.6	-282.0771012	22.49386175	9.283	-281.3869322	13.05643903	27.85	-257.1207097	12.92521671	20.77	-226.5849005	24.56834115	19.85	-252.8033564	24.49287222
134.1	2	104.3	-283.5845578	27.72476493	6.551	-309.0861014	44.21855709	19.65	-284.6726101	43.96524969	19.46	-230.5577248	22.81428196	8.663	-256.7673273	22.74112752
132.759	2	136.8	-294.7306004	33.19556116	11.1	-285.7821723	18.52180156	33.3	-261.4925815	18.37981088	23.65	-232.6110947	22.06004413	17.41	-258.8161212	21.98780683
131.418	2	172.3	-283.6302383	31.53821805	12.16	-285.5990373	26.99047198	36.48	-261.3104202	26.81712799	35.57	-227.8347778	15.64895149	23.76	-254.0504484	15.58153034
130.077	2	304	-289.0662181	32.18583763	22.03	-285.5074698	26.09038649	66.1	-261.2193395	25.92079726	53.31	-230.6470018	21.04128379	34.82	-256.8564053	20.97019823
128.736	2	615.4	-280.2498811	17.98649567	43.11	-278.6399071	12.97620635	129.3	-254.3882898	12.84502661	114.4	-232.2986254	7.138757403	72.66	-258.5043482	7.051215036
127.395	2	1314	-280.0214786	13.02640588	85.77	-278.6856909	6.95101109	257.3	-254.4338302	6.797252961	146	-233.9948874	6.493407618	99.82	-260.1968302	6.400100425
126.054	2	1575	-282.9450308	15.46892545	81.86	-282.165256	7.41352551	245.6	-257.8948953	7.264708828	166.1	-235.7804264	2.576322647	109.3	-261.9783901	2.36485686
124.713	2	1297	-280.6153252	16.86857189	72.16	-281.7532022	13.76862172	216.5	-257.4850324	13.63682389	168	-234.4412722	7.2708578	117.2	-260.6867592	7.184335381
123.372	2	1320	-283.6759188	17.65182689	84.25	-284.0423897	13.13644078	252.7	-259.7620489	13.00517129	203.5	-236.494642	8.653946815	149	-262.6910141	8.575665542
122.031	2	1545	-286.964915	16.97394085	103	-286.1026585	10.55468223	309	-261.8113638	10.4220144	235.8	-238.1462656	6.396800641	175.3	-264.3389571	6.302503109
120.69	2	1744	-283.7672798	17.90950418	116.3	-284.729146	12.57142371	348.9	-260.4451539	12.44038352	245	-236.5392805	7.357851498	172.4	-262.7355531	7.271974609
119.349	2	4078	-284.0413628	19.20038068	238.3	-283.080931	14.00234223	715	-258.805702	13.87028389	463	-235.5572341	9.24896181	328.4	-261.7556951	9.173173572
118.008	2	5128	-277.0979265	15.05356881	390.7	-277.6326646	8.1409706	1172	-253.3864026	7.998189676	688.3	-231.8076021	4.81514528	523.7	-258.0144193	4.697559018
116.667	2	3590	-276.960885	15.05356881	247.4	-278.0905021	11.96584229	742.1	-253.8418059	11.83475456	575.3	-232.7896486	7.529396891	412.7	-258.9942772	7.44473531
113.985	2	7647	-281.2548522	8.904922372	376.8	-283.4014172	9.122477832	1131	-259.1244843	8.985295836	709.2	-236.5392805	2.89542679	505	-262.7355531	2.707550995
112.644	2	13460	-276.2756775	9.513859333	468.6	-276.7169896	11.17134624	1406	-252.4755959	11.03965396	926.1	-230.3345325	7.86346022	672.8	-256.5446323	7.780962651
111.303	2	11830	-275.0879844	13.17690413	364.6	-270.2614808	13.53312842	1094	-246.0544092	13.40155854	736.8	-224.1297844	10.02452079	521.4	-250.3537115	9.951295807
109.962	2	7506	-272.5755568	16.97394085	249.5	-269.6205082	16.86399684	748.5	-245.4168446	16.72653083	468	-223.7280381	17.22012375	375.5	-249.9528605	17.15217628
108.621	2	4273	-273.6262083	22.82323836	137.1	-268.4301307	21.37826198	411.3	-244.232796	21.22690972	286.2	-225.2457463	22.63215616	209.4	-251.4671865	22.55922785
107.28	2	2147	-278.5140221	34.58303482	84.63	-275.8928821	29.64075553	253.9	-251.65587	29.45599167	191.9	-231.0933865	28.98989589	142	-257.3017953	28.90773564
105.939	2	1205	-285.9599439	41.79292416	57.08	-292.2376811	31.63140487	171.2	-267.9137682	31.43776873	138.4	-247.7435378	28.34698649	102.2	-273.9148418	28.26586053
104.598	2	1380	-273.0780423	34.83813395	56.33	-284.912281	33.60570259	169	-260.6273152	33.40306654	150.4	-242.4761977	30.71115111	102.7	-268.6592399	30.62613958
103.257	2	2298	-286.0056244	29.40356752	87.08	-294.8931387	28.90256503	261.2	-270.5551074	28.72103127	164.8	-246.9846837	31.74316741	121.1	-273.1576788	31.65639509
101.916	2	5049	-284.8636119	19.10043568	189.1	-293.1075724	22.15988042	567.3	-268.7790345	22.00570414	375.8	-248.6809458	20.28978613	273	-274.8501607	20.21947803
100.575	2	13940	-277.2806485	11.39254893	503.1	-280.7001759	14.31136192	1509	-256.4376047	14.1789096	874.9	-235.3340417	11.74437841	692.6	-261.5330001	11.67480254
